NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(mg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vit_B6_(mg),Folic_Acid_(mg),Vit_B12_(mg)
9237,"PEACHES,CND,H2O PK,SOL&LIQUIDS",93.13,24.0,0.44,0.06,0.27,6.11,1.3,4.81,2.0,0.32,5.0,10.0,99.0,3.0,0.09,0.054,0.048,0.3,2.9,0.009,0.019,0.521,0.019,0.0,0.0
9238,"PEACHES,CND,JUC PK,SOL&LIQUIDS",87.49,44.0,0.63,0.03,0.27,11.57,1.3,10.27,6.0,0.27,7.0,17.0,128.0,4.0,0.11,0.05,0.048,0.3,3.6,0.008,0.017,0.582,0.019,0.0,0.0
9240,"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",84.72,54.0,0.45,0.03,0.25,14.55,1.3,13.25,3.0,0.36,5.0,11.0,97.0,5.0,0.09,0.052,0.046,0.3,2.4,0.009,0.025,0.593,0.019,0.0,0.0
9241,"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",79.28,74.0,0.45,0.1,0.24,19.94,1.3,18.64,3.0,0.27,5.0,11.0,92.0,6.0,0.09,0.051,0.045,0.3,2.8,0.011,0.024,0.614,0.019,0.0,0.0
9246,"PEACHES,DRIED,SULFURED,UNCKD",31.8,239.0,3.61,0.76,2.5,61.33,8.2,41.74,28.0,4.06,42.0,119.0,996.0,7.0,0.57,0.364,0.305,0.5,4.8,0.002,0.212,4.375,0.067,0.0,0.0
9247,"PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR",78.1,77.0,1.16,0.25,0.8,19.69,2.7,16.99,9.0,1.31,13.0,38.0,320.0,2.0,0.18,0.117,0.098,0.2,3.7,0.005,0.021,1.519,0.038,0.0,0.0
9250,"PEACHES,FRZ,SLICED,SWTND",74.73,94.0,0.63,0.13,0.53,23.98,1.8,22.18,3.0,0.37,5.0,11.0,130.0,6.0,0.05,0.024,0.029,0.4,94.2,0.013,0.035,0.653,0.018,0.0,0.0
9251,"PEACH NECTAR,CND,WO/ VIT C",85.64,54.0,0.27,0.02,0.15,13.92,0.6,13.32,5.0,0.19,4.0,6.0,40.0,7.0,0.08,0.069,0.019,0.2,5.3,0.003,0.014,0.288,0.007,0.0,0.0
9252,"PEARS,RAW",83.96,57.0,0.36,0.14,0.32,15.23,3.1,9.75,9.0,0.18,7.0,12.0,116.0,1.0,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.029,0.0,0.0
9253,"PEARS,CND,H2O PK,SOL&LIQUIDS",91.81,29.0,0.19,0.03,0.16,7.81,1.6,6.1,4.0,0.21,4.0,7.0,53.0,2.0,0.09,0.051,0.034,0.0,1.0,0.008,0.01,0.054,0.014,0.0,0.0
9254,"PEARS,CND,JUC PK,SOL&LIQUIDS",86.47,50.0,0.34,0.07,0.19,12.94,1.6,9.7,9.0,0.29,7.0,12.0,96.0,4.0,0.09,0.053,0.034,0.0,1.6,0.011,0.011,0.2,0.014,0.0,0.0
9256,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS",84.46,57.0,0.19,0.03,0.14,15.17,1.6,12.1,5.0,0.28,4.0,7.0,66.0,5.0,0.08,0.049,0.033,0.0,0.7,0.01,0.016,0.154,0.014,0.0,0.0
9257,"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS",80.35,74.0,0.2,0.13,0.15,19.17,1.6,15.2,5.0,0.22,4.0,7.0,65.0,5.0,0.08,0.049,0.032,0.0,1.1,0.01,0.022,0.242,0.014,0.0,0.0
9259,"PEARS,DRIED,SULFURED,UNCKD",26.69,262.0,1.87,0.63,1.11,69.7,7.5,62.2,34.0,2.1,33.0,59.0,533.0,6.0,0.39,0.371,0.327,0.2,7.0,0.008,0.145,1.372,0.072,0.0,0.0
9260,"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR",64.44,127.0,0.91,0.31,0.54,33.81,6.4,27.41,16.0,1.02,16.0,28.0,258.0,3.0,0.19,0.18,0.159,0.1,4.0,0.004,0.02,0.351,0.035,0.0,0.0
9262,"PEAR NECTAR,CND,WO/ VIT C",84.01,60.0,0.11,0.01,0.1,15.76,0.6,15.16,5.0,0.26,3.0,3.0,13.0,4.0,0.07,0.067,0.03,0.0,1.1,0.002,0.013,0.128,0.014,0.0,0.0
9263,"PERSIMMONS,JAPANESE,RAW",80.32,70.0,0.58,0.19,0.33,18.59,3.6,12.53,8.0,0.15,9.0,17.0,161.0,1.0,0.11,0.113,0.355,0.6,7.5,0.03,0.02,0.1,0.1,0.0,0.0
9266,"PINEAPPLE,RAW,ALL VAR",86.0,50.0,0.54,0.12,0.22,13.12,1.4,9.85,13.0,0.29,12.0,8.0,109.0,1.0,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.112,0.0,0.0
9267,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",90.82,32.0,0.43,0.09,0.35,8.3,0.8,7.5,15.0,0.4,18.0,4.0,127.0,1.0,0.12,0.105,1.121,0.4,7.7,0.093,0.026,0.298,0.074,0.0,0.0
9268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",83.51,60.0,0.42,0.08,0.3,15.7,0.8,14.45,14.0,0.28,14.0,6.0,122.0,1.0,0.1,0.086,1.121,0.4,9.5,0.095,0.019,0.284,0.074,0.0,0.0
9269,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",85.73,52.0,0.36,0.12,0.35,13.45,0.8,12.65,14.0,0.39,16.0,7.0,105.0,1.0,0.12,0.103,1.097,0.4,7.5,0.091,0.025,0.292,0.074,0.0,0.0
9270,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",78.99,78.0,0.35,0.11,0.34,20.2,0.8,16.9,14.0,0.38,16.0,7.0,104.0,1.0,0.12,0.101,1.08,0.4,7.4,0.09,0.025,0.287,0.074,0.0,0.0
9272,"PINEAPPLE,FRZ,CHUNKS,SWTND",77.1,86.0,0.4,0.1,0.2,22.2,1.1,21.1,9.0,0.4,10.0,4.0,100.0,2.0,0.11,0.099,1.062,0.1,8.0,0.1,0.03,0.3,0.075,0.0,0.0
9273,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",86.37,53.0,0.36,0.12,0.28,12.87,0.2,9.98,13.0,0.31,12.0,8.0,130.0,2.0,0.11,0.069,0.504,0.1,10.0,0.058,0.021,0.199,0.1,0.0,0.0
9274,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",53.1,179.0,1.3,0.1,1.2,44.3,0.7,43.6,39.0,0.9,35.0,28.0,472.0,3.0,0.4,0.313,3.439,0.4,42.0,0.23,0.06,0.9,0.255,0.0,0.0
9275,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL 3 VOLUME H2O",86.6,51.0,0.4,0.03,0.3,12.67,0.2,12.47,13.0,0.16,14.0,9.0,132.0,1.0,0.08,0.045,1.049,0.1,12.0,0.07,0.02,0.2,0.074,0.0,0.0
9279,"PLUMS,RAW",87.23,46.0,0.7,0.28,0.37,11.42,1.4,9.92,6.0,0.17,7.0,16.0,157.0,0.0,0.1,0.057,0.052,0.0,9.5,0.028,0.026,0.417,0.029,0.0,0.0
9281,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",88.35,41.0,0.39,0.01,0.23,11.03,0.9,10.1,7.0,0.16,5.0,13.0,126.0,1.0,0.08,0.039,0.033,0.0,2.7,0.021,0.041,0.37,0.027,0.0,0.0
9282,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",84.02,58.0,0.51,0.02,0.3,15.15,0.9,14.22,10.0,0.34,8.0,15.0,154.0,1.0,0.11,0.054,0.033,0.0,2.8,0.023,0.059,0.473,0.027,0.0,0.0
9283,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",83.0,63.0,0.37,0.1,0.25,16.28,0.9,15.35,9.0,0.86,5.0,13.0,93.0,20.0,0.08,0.038,0.032,0.0,0.4,0.016,0.039,0.297,0.027,0.0,0.0
9284,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",76.06,89.0,0.36,0.1,0.24,23.24,0.9,22.31,9.0,0.84,5.0,13.0,91.0,19.0,0.07,0.037,0.031,0.0,0.4,0.016,0.038,0.291,0.027,0.0,0.0
9286,"POMEGRANATES,RAW",77.93,83.0,1.67,1.17,0.53,18.7,4.0,13.67,10.0,0.3,12.0,36.0,236.0,3.0,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.075,0.0,0.0
9291,"PLUMS,DRIED (PRUNES),UNCKD",30.92,240.0,2.18,0.38,2.64,63.88,7.1,38.13,43.0,0.93,41.0,69.0,732.0,2.0,0.44,0.281,0.299,0.3,0.6,0.051,0.186,1.882,0.205,0.0,0.0
9292,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",69.73,107.0,0.96,0.16,1.16,28.08,3.1,24.98,19.0,0.41,18.0,30.0,321.0,1.0,0.19,0.123,0.131,0.1,2.9,0.024,0.1,0.723,0.218,0.0,0.0
9294,"PRUNE JUICE,CANNED",81.24,71.0,0.61,0.03,0.68,17.45,1.0,16.45,12.0,1.18,14.0,25.0,276.0,4.0,0.21,0.068,0.151,0.6,4.1,0.016,0.07,0.785,0.218,0.0,0.0
9297,"RAISINS,GOLDEN SEEDLESS",14.97,302.0,3.39,0.46,1.66,79.52,4.0,59.19,53.0,1.79,35.0,115.0,746.0,12.0,0.32,0.363,0.308,0.7,3.2,0.008,0.191,1.142,0.323,0.0,0.0
9298,"RAISINS,SEEDLESS",15.43,299.0,3.07,0.46,1.85,79.18,3.7,59.19,50.0,1.88,32.0,101.0,749.0,11.0,0.22,0.318,0.299,0.6,2.3,0.106,0.125,0.766,0.174,0.0,0.0
9302,"RASPBERRIES,RAW",85.75,52.0,1.2,0.65,0.46,11.94,6.5,4.42,25.0,0.69,22.0,29.0,151.0,1.0,0.42,0.09,0.67,0.2,26.2,0.032,0.038,0.598,0.055,0.0,0.0
9304,"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS",75.33,91.0,0.83,0.12,0.36,23.36,3.3,20.06,11.0,0.42,12.0,9.0,94.0,3.0,0.16,0.057,0.233,0.1,8.7,0.02,0.031,0.443,0.042,0.0,0.0
9306,"RASPBERRIES,FRZ,RED,SWTND",72.75,103.0,0.7,0.16,0.24,26.16,4.4,21.76,15.0,0.65,13.0,17.0,114.0,1.0,0.18,0.105,0.65,0.3,16.5,0.019,0.045,0.23,0.034,0.0,0.0
9307,"RHUBARB,RAW",93.61,21.0,0.9,0.2,0.76,4.54,1.8,1.1,86.0,0.22,12.0,14.0,288.0,4.0,0.1,0.021,0.196,1.1,8.0,0.02,0.03,0.3,0.024,0.0,0.0
9309,"RHUBARB,FROZEN,UNCOOKED",93.51,21.0,0.55,0.11,0.72,5.1,1.8,1.1,194.0,0.29,18.0,12.0,108.0,2.0,0.1,0.023,0.097,1.1,4.8,0.031,0.029,0.203,0.025,0.0,0.0
9310,"RHUBARB,FRZ,CKD,SUGAR",67.79,116.0,0.39,0.05,0.56,31.2,2.0,28.7,145.0,0.21,12.0,8.0,96.0,1.0,0.08,0.027,0.073,0.9,3.3,0.018,0.023,0.2,0.02,0.0,0.0
9316,"STRAWBERRIES,RAW",90.95,32.0,0.67,0.3,0.4,7.68,2.0,4.89,16.0,0.41,13.0,24.0,153.0,1.0,0.14,0.048,0.386,0.4,58.8,0.024,0.022,0.386,0.047,0.0,0.0
9317,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",75.35,92.0,0.56,0.26,0.3,23.53,1.7,21.83,13.0,0.49,8.0,12.0,86.0,4.0,0.09,0.063,0.2,0.3,31.7,0.021,0.034,0.057,0.049,0.0,0.0
9318,"STRAWBERRIES,FRZ,UNSWTND",89.97,35.0,0.43,0.11,0.37,9.13,2.1,4.56,16.0,0.75,11.0,13.0,148.0,2.0,0.13,0.049,0.29,0.7,41.2,0.022,0.037,0.462,0.028,0.0,0.0
9319,"STRAWBERRIES,FRZ,SWTND,WHL",78.05,78.0,0.52,0.14,0.3,21.0,1.9,18.61,11.0,0.47,6.0,12.0,98.0,1.0,0.05,0.019,0.249,0.7,39.5,0.015,0.077,0.293,0.028,0.0,0.0
9320,"STRAWBERRIES,FRZ,SWTND,SLICED",73.18,96.0,0.53,0.13,0.24,25.92,1.9,24.01,11.0,0.59,7.0,13.0,98.0,3.0,0.06,0.02,0.25,0.7,41.4,0.016,0.051,0.401,0.03,0.0,0.0
9326,"WATERMELON,RAW",91.45,30.0,0.61,0.15,0.25,7.55,0.4,6.2,7.0,0.24,10.0,11.0,112.0,1.0,0.1,0.042,0.038,0.4,8.1,0.033,0.021,0.178,0.045,0.0,0.0
9328,"MARASCHINO CHERRIES,CND,DRND",57.27,165.0,0.22,0.21,0.34,41.97,3.2,38.77,54.0,0.43,4.0,3.0,21.0,4.0,0.26,0.143,0.012,0.2,0.0,0.0,0.0,0.004,0.005,0.0,0.0
9340,"PEARS,ASIAN,RAW",88.25,42.0,0.5,0.23,0.37,10.65,3.6,7.05,4.0,0.0,8.0,11.0,121.0,0.0,0.02,0.05,0.06,0.1,3.8,0.009,0.01,0.219,0.022,0.0,0.0
9352,"BLUEBERRIES,CND,LT SYRUP,DRND",75.72,88.0,1.04,0.4,0.18,22.66,2.6,17.45,6.0,0.43,4.0,12.0,54.0,3.0,0.09,0.053,0.44,0.1,0.5,0.046,0.132,0.363,0.049,0.0,0.0
9367,"CHERRIES,SWT,CND,PITTED,HVY SYRUP,DRND",77.61,83.0,0.73,0.21,0.39,21.07,2.3,16.18,10.0,0.35,9.0,20.0,148.0,3.0,0.1,0.176,0.048,0.0,3.6,0.022,0.043,0.396,0.022,0.0,0.0
9400,"APPLE JUC,CND OR BTLD,UNSWTND, ADDED VIT C",88.24,46.0,0.1,0.13,0.23,11.3,0.2,9.62,8.0,0.12,5.0,7.0,101.0,4.0,0.02,0.012,0.074,0.1,38.5,0.021,0.017,0.073,0.018,0.0,0.0
9401,"APPLESAUCE,CND,UNSWTND, VIT C",88.22,42.0,0.17,0.1,0.24,11.27,1.1,9.39,4.0,0.23,3.0,5.0,74.0,2.0,0.03,0.027,0.025,0.3,21.2,0.026,0.03,0.084,0.027,0.0,0.0
9403,"APRICOT NECTAR,CND, VIT C",84.87,56.0,0.37,0.09,0.29,14.39,0.6,13.24,7.0,0.38,5.0,9.0,114.0,3.0,0.09,0.073,0.032,0.2,17.6,0.009,0.014,0.26,0.022,0.0,0.0
9407,"PEACH NECTAR,CND, VIT C",85.64,54.0,0.27,0.02,0.15,13.92,0.6,12.35,5.0,0.19,4.0,6.0,40.0,7.0,0.08,0.069,0.019,0.2,17.6,0.003,0.014,0.288,0.007,0.0,0.0
9408,"PEAR NECTAR,CND, VIT C",84.01,60.0,0.11,0.01,0.1,15.76,0.6,15.16,5.0,0.26,3.0,3.0,13.0,4.0,0.07,0.067,0.03,0.5,27.0,0.002,0.013,0.128,0.014,0.0,0.0
9409,"PINEAPPLE JUC,CND OR BTLD,UNSWTND, ADDED VIT C",86.37,53.0,0.36,0.12,0.28,12.87,0.2,9.98,13.0,0.31,12.0,8.0,130.0,2.0,0.11,0.069,0.504,0.1,43.8,0.058,0.021,0.199,0.1,0.0,0.0
9426,CANDIED FRUIT,16.7,322.0,0.34,0.07,0.14,82.74,1.6,80.68,18.0,0.17,4.0,5.0,56.0,98.0,0.05,0.029,0.111,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9434,"GUANABANA NECTAR,CND",84.72,59.0,0.11,0.17,0.08,14.93,0.1,13.07,7.0,0.36,3.0,2.0,25.0,8.0,0.02,0.01,0.01,0.4,11.1,0.003,0.011,0.12,0.007,0.0,0.0
9436,"MANGO NECTAR,CND",86.63,51.0,0.11,0.06,0.08,13.12,0.3,12.45,17.0,0.36,3.0,2.0,24.0,5.0,0.02,0.015,0.028,0.4,15.2,0.003,0.003,0.08,0.015,0.0,0.0
9442,"POMEGRANATE JUC,BTLD",85.95,54.0,0.15,0.29,0.49,13.13,0.1,12.65,11.0,0.1,7.0,11.0,214.0,9.0,0.09,0.021,0.095,0.3,0.1,0.015,0.015,0.233,0.04,0.0,0.0
9443,"JUICE,APPL & GRAPE BLEND, ADDED VIT C",87.05,50.0,0.16,0.12,0.22,12.46,0.2,10.92,11.0,0.11,7.0,9.0,96.0,7.0,0.05,0.01,0.041,0.1,28.2,0.006,0.015,0.087,0.021,0.0,0.0
9444,"JUICE,APPL,GRAPE & PEAR BLEND, ADDED VIT C & CA",86.44,52.0,0.17,0.12,0.31,12.96,0.2,9.95,72.0,0.14,6.0,11.0,89.0,5.0,0.06,0.013,0.086,0.1,50.7,0.005,0.015,0.094,0.018,0.0,0.0
9452,ORANGE PNAPPL JUC BLEND,87.24,51.0,0.41,0.08,0.35,12.2,0.2,10.57,8.0,0.18,10.0,11.0,150.0,4.0,0.06,0.034,0.378,0.1,40.7,0.04,0.025,0.173,0.061,0.0,0.0
9506,"ORANGE JUC,CHILLED,INCL FROM CONC, ADD CA & VITAMINS A,D,E",87.22,49.0,0.68,0.12,0.43,11.54,0.3,8.31,146.0,0.13,11.0,17.0,178.0,2.0,0.07,0.042,0.023,0.1,33.6,0.046,0.039,0.28,0.076,0.0,0.0
9508,"FRUIT JUC SMOOTHIE,NAKED JUC,GRN MACHINE",86.25,53.0,0.6,0.26,0.36,12.53,0.7,11.15,11.0,0.42,10.0,15.0,165.0,6.0,0.06,0.053,0.215,0.4,8.2,0.07,0.09,0.29,0.075,0.0,0.63
9512,"GRAPE JUC,CND OR BTLD,UNSWTND, ADDED VIT C & CA",84.51,62.0,0.37,0.13,0.22,14.77,0.2,14.2,42.0,0.25,10.0,14.0,104.0,5.0,0.07,0.018,0.239,0.0,25.0,0.017,0.015,0.133,0.032,0.0,0.0
9513,"FRUIT JUC SMOOTHIE,ODWALLA,ORIGINAL SUPERFOOD",87.22,50.0,0.63,0.36,0.28,11.51,0.6,10.16,7.0,0.39,9.0,24.0,145.0,3.0,0.06,0.04,0.076,0.3,31.3,0.05,0.085,0.455,0.026,0.0,0.0
9515,"FRUIT JUC SMOOTHIE,BOLTHOUSE FARMS,GRN GOODNESS",85.61,56.0,0.63,0.33,0.39,13.04,0.6,11.46,18.0,0.34,15.0,16.0,177.0,11.0,0.08,0.049,1.357,0.2,6.2,0.06,0.08,0.333,0.08,0.0,0.55
9516,"FRUIT JUC SMOOTHIE,BOLTHOUSE FARMS,STRAWBERRY BANANA",86.6,52.0,0.44,0.3,0.29,12.37,0.6,10.33,11.0,0.32,13.0,16.0,184.0,5.0,0.07,0.038,0.194,0.4,47.3,0.035,0.053,0.287,0.075,0.0,0.0
9517,"APPLE JUC,CND OR BTLD,UNSWTND, ADDED VIT C,CA,& K",87.92,48.0,0.12,0.17,0.31,11.49,0.3,9.47,70.0,0.13,5.0,9.0,184.0,5.0,0.04,0.01,0.035,0.1,30.3,0.004,0.015,0.067,0.018,0.0,0.0
9518,"RASPBERRIES,FRZ,UNSWTND",85.75,52.0,1.2,0.65,0.46,11.94,6.5,4.42,25.0,0.69,22.0,29.0,151.0,1.0,0.42,0.09,0.67,0.2,26.2,0.032,0.038,0.598,0.055,0.0,0.0
9519,"GUAVA NECTAR, SUCRALOSE,CND",86.23,48.0,0.3,0.07,0.09,13.3,1.2,10.15,8.0,0.54,2.0,3.0,33.0,6.0,0.02,0.025,0.058,0.1,21.3,0.005,0.005,0.17,0.009,0.0,0.0
9520,"KIWIFRUIT,ZESPRI SUNGOLD,RAW",82.44,63.0,1.02,0.28,0.47,15.79,1.4,12.3,17.0,0.21,12.0,25.0,315.0,3.0,0.08,0.151,0.048,0.4,161.3,0.0,0.074,0.231,0.079,0.0,0.08
9522,"CRANBERRY JUC BLEND,100% JUC,BTLD, ADDED VIT C & CA",88.6,45.0,0.27,0.12,0.1,10.91,0.1,9.8,19.0,0.08,5.0,8.0,76.0,6.0,0.05,0.016,0.067,0.1,31.5,0.005,0.015,0.094,0.018,0.0,0.0
9530,"FRUIT JUC SMOOTHIE,ODWALLA,STRAWBERRY BANANA",87.74,48.0,0.5,0.32,0.39,11.05,0.6,9.9,10.0,0.2,14.0,18.0,201.0,2.0,0.08,0.04,0.18,0.2,38.4,0.05,0.05,0.285,0.065,0.0,0.0
9531,"FRUIT JUC SMOOTHIE,NAKED JUC,STRAWBERRY BANANA",87.28,50.0,0.48,0.27,0.31,11.66,0.6,10.05,10.0,0.2,14.0,18.0,201.0,2.0,0.08,0.04,0.18,0.4,8.4,0.04,0.057,0.31,0.115,0.0,0.0
10000,"PORK,FRSH,COMP OF FAT, ADDED SOLN,CKD",28.28,585.0,10.06,60.42,0.93,0.32,0.0,0.0,36.0,0.82,12.0,160.0,214.0,125.0,1.13,0.045,0.007,15.1,0.0,0.246,0.139,3.93,0.234,0.0,1.4
10001,"PORK,FRSH,CARCASS,LN&FAT,RAW",49.83,376.0,13.91,35.07,0.72,0.0,0.0,0.0,19.0,0.69,13.0,155.0,253.0,42.0,1.59,0.055,0.011,28.4,0.4,0.595,0.207,3.846,0.284,0.0,0.61
10002,"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW",73.17,134.0,21.2,4.86,1.0,0.0,0.0,0.0,13.0,0.82,24.0,216.0,363.0,59.0,2.21,0.075,0.011,33.5,0.2,0.642,0.254,5.573,0.644,0.0,0.64
10003,"PORK,FRSH,COMP OF LEG,LOIN,SHLDR,& SPARERIBS,LN & FAT,RAW",65.99,211.0,18.22,14.79,0.88,0.0,0.0,0.0,11.0,0.89,21.0,195.0,319.0,57.0,2.27,0.075,0.014,28.5,0.3,0.622,0.255,4.73,0.504,0.0,0.67
10004,"PORK,FRESH,BACKFAT,RAW",7.69,812.0,2.92,88.69,0.7,0.0,0.0,0.0,2.0,0.18,2.0,38.0,65.0,11.0,0.37,0.018,0.002,8.0,0.1,0.084,0.051,0.985,0.04,0.0,0.18
10005,"PORK,FRSH,BELLY,RAW",36.74,518.0,9.34,53.01,0.49,0.0,0.0,0.0,5.0,0.52,4.0,108.0,185.0,32.0,1.02,0.052,0.006,8.0,0.3,0.396,0.242,4.647,0.13,0.0,0.84
10006,"PORK,FRSH,FAT,RAW",24.76,632.0,9.25,65.7,0.51,0.0,0.0,0.0,14.0,0.26,6.0,84.0,333.0,47.0,0.6,0.067,0.0,9.0,0.0,0.16,0.09,2.63,0.143,0.0,0.67
10007,"PORK,FRSH,FAT,CKD",26.26,626.0,7.06,66.1,0.42,0.0,0.0,0.0,22.0,0.46,9.0,109.0,125.0,56.0,0.75,0.09,0.003,11.5,0.0,0.21,0.2,3.12,0.192,0.0,0.54
10009,"PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD",55.04,273.0,26.83,17.61,1.06,0.0,0.0,0.0,14.0,1.01,22.0,263.0,352.0,60.0,2.96,0.1,0.032,45.3,0.3,0.635,0.313,4.574,0.402,0.0,0.68
10010,"PORK,FRSH,LEG (HAM),WHL,LN,RAW",72.9,136.0,20.48,5.41,1.05,0.0,0.0,0.0,6.0,1.01,25.0,229.0,369.0,55.0,2.27,0.075,0.029,35.4,0.9,0.875,0.228,5.338,0.5,0.0,0.71
10011,"PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD",60.66,211.0,29.41,9.44,1.11,0.0,0.0,0.0,7.0,1.12,25.0,281.0,373.0,64.0,3.26,0.108,0.037,49.9,0.4,0.69,0.349,4.935,0.45,0.0,0.72
10012,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,RAW",68.64,182.0,20.27,10.63,1.05,0.0,0.0,0.0,12.0,0.62,20.0,216.0,356.0,73.0,1.7,0.079,0.009,19.7,0.0,0.498,0.309,5.623,0.506,0.0,0.4
10013,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",61.92,209.0,27.03,10.32,1.17,0.0,0.0,0.0,16.0,0.9,25.0,255.0,416.0,77.0,2.31,0.112,0.016,25.0,0.0,0.489,0.379,7.444,0.501,0.0,0.67
10014,"PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW",74.78,120.0,21.81,2.93,1.12,0.0,0.0,0.0,12.0,0.67,22.0,235.0,359.0,76.0,1.85,0.08,0.01,21.2,0.0,0.545,0.34,6.042,0.557,0.0,0.36
10015,"PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD",65.75,165.0,28.86,4.62,1.24,0.0,0.0,0.0,16.0,0.97,27.0,273.0,425.0,80.0,2.48,0.116,0.018,26.6,0.0,0.523,0.408,7.94,0.538,0.0,0.67
10016,"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,RAW",67.69,193.0,19.87,11.96,1.03,0.0,0.0,0.0,12.0,0.69,19.0,204.0,329.0,84.0,2.02,0.131,0.022,19.5,0.0,0.47,0.307,5.75,0.475,0.0,0.54
10017,"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,CKD,RSTD",60.37,232.0,25.96,13.42,1.1,0.0,0.0,0.0,15.0,0.87,22.0,242.0,345.0,81.0,2.42,0.119,0.017,26.4,0.0,0.411,0.352,7.457,0.442,0.0,0.5
10018,"PORK,FRSH,LEG (HAM),SHANK HALF,LN,RAW",74.88,119.0,21.66,2.95,1.11,0.0,0.0,0.0,12.0,0.77,21.0,224.0,329.0,90.0,2.25,0.142,0.026,21.3,0.0,0.522,0.343,6.273,0.531,0.0,0.51
10019,"PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD",65.28,175.0,28.69,5.83,1.2,0.0,0.0,0.0,14.0,0.92,24.0,261.0,376.0,84.0,2.67,0.123,0.019,28.6,0.0,0.44,0.373,8.082,0.478,0.0,0.5
10020,"PORK,FRSH,LOIN,WHL,LN&FAT,RAW",66.92,198.0,19.74,12.58,0.96,0.0,0.0,0.0,18.0,0.79,21.0,197.0,356.0,50.0,1.74,0.056,0.011,33.2,0.6,0.901,0.248,4.58,0.472,0.0,0.53
10021,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRSD",58.27,239.0,27.23,13.62,1.35,0.0,0.0,0.0,21.0,1.07,19.0,181.0,374.0,48.0,2.38,0.077,0.012,45.3,0.6,0.632,0.254,4.419,0.366,0.0,0.54
10022,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRLD",57.87,242.0,27.32,13.92,1.35,0.0,0.0,0.0,19.0,0.87,28.0,246.0,423.0,62.0,2.39,0.073,0.009,45.3,0.6,0.877,0.321,5.037,0.464,0.0,0.7
10023,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD",57.51,248.0,27.09,14.65,1.21,0.0,0.0,0.0,19.0,0.99,26.0,242.0,408.0,59.0,2.32,0.056,0.011,33.4,0.6,0.988,0.313,5.572,0.516,0.0,0.71
10024,"PORK,FRSH,LOIN,WHL,LN,RAW",72.23,143.0,21.43,5.66,1.05,0.0,0.0,0.0,17.0,0.84,23.0,211.0,389.0,52.0,1.84,0.062,0.012,36.1,0.6,0.989,0.267,4.915,0.527,0.0,0.63
10025,"PORK,FRSH,LOIN,WHL,LN,CKD,BRSD",61.4,204.0,28.57,9.12,1.4,0.0,0.0,0.0,18.0,1.13,20.0,183.0,387.0,50.0,2.48,0.079,0.013,48.2,0.6,0.659,0.267,4.588,0.387,0.0,0.55
